# code,name,lat,lon,apt,type,country code
DT081, , 52.5748, 13.505, EDDT, Terminal, GM
DT082, , 52.5873, 13.7161, EDDT, Terminal, GM
DT083, , 52.6045, 13.7266, EDDT, Terminal, GM
DT084, , 52.5973, 13.8907, EDDT, Terminal, GM
DT085, , 52.764, 13.9867, EDDT, Terminal, GM
DT086, , 52.6817, 13.5856, EDDT, Terminal, GM
DT087, , 52.6814, 13.4578, EDDT, Terminal, GM
DT088, , 52.6805, 13.0517, EDDT, Terminal, GM
DT261, , 52.5385, 13.0724, EDDT, Terminal, GM
DT262, , 52.5341, 13.0281, EDDT, Terminal, GM
DT263, , 52.531, 12.9968, EDDT, Terminal, GM
DT264, , 52.5465, 12.9259, EDDT, Terminal, GM
DT265, , 52.6941, 12.8125, EDDT, Terminal, GM
DT266, , 52.3426, 12.9745, EDDT, Terminal, GM
DT267, , 52.614, 13.342, EDDT, Terminal, GM
DT268, , 52.5779, 13.5577, EDDT, Terminal, GM
DT269, , 52.6146, 12.9997, EDDT, Terminal, GM
DTI, , 11.5485, 43.0935, HDAA, High and Low Level, DJ
DTI01, , 11.5481, 43.1105, HDAM, Terminal, DJ
DTI03, , 11.5472, 43.1445, HDAM, Terminal, DJ
DTI06, , 11.5457, 43.2039, HDAM, Terminal, DJ
DTI11, , 11.5441, 43.2633, HDAM, Terminal, DJ
DTI12, , 11.3643, 43.1748, HAAA, High and Low Level, DJ
DTI13, , 11.6658, 42.9723, HDAM, Terminal, DJ
DTI14, , 11.5428, 43.3142, HDAM, Terminal, DJ
DTI25, , 11.3792, 43.3255, HDAM, Terminal, DJ
DTI26, , 11.7433, 43.192, HDAM, Terminal, DJ
DTI27, , 11.576, 42.9261, HDAM, Terminal, DJ
DTI29, , 11.5914, 42.9829, HDAM, Terminal, DJ
DTI30, , 11.6097, 42.9922, HDAM, Terminal, DJ
DTI33, , 11.716, 43.0845, HDAM, Terminal, DJ
DTI39, , 11.466, 42.9458, HDAM, Terminal, DJ
DTI50, , 11.5463, 43.1784, HDAM, Terminal, DJ
DTI55, , 11.7056, 43.3343, HDAM, Terminal, DJ
DTI62, , 11.5295, 42.9249, HDAM, Terminal, DJ
DTI70, , 11.5515, 42.9747, HDAM, Terminal, DJ
DTI71, , 11.5723, 43.1749, HDAM, Terminal, DJ
DTI72, , 11.6103, 43.3052, HDAM, Terminal, DJ
DTI79, , 11.5609, 43.1775, HDAM, Terminal, DJ
DTI80, , 11.5807, 43.3118, HDAM, Terminal, DJ
DTI81, , 11.5856, 43.3797, HDAM, Terminal, DJ
DTI84, , 11.5708, 43.3813, HDAM, Terminal, DJ
DTI90, , 11.541, 43.3821, HDAM, Terminal, DJ
DTI96, , 11.5113, 43.3797, HDAM, Terminal, DJ
DTI99, , 11.4966, 43.3773, HDAM, Terminal, DJ
DTO03, , 52.589, 14.0581, EDDT, Terminal, GM
DTO04, , 52.585, 13.5469, EDDT, Terminal, GM
DTW04, , 52.5845, 13.5458, EDDT, Terminal, GM
DTW05, , 52.5612, 13.3206, EDDT, Terminal, GM
DTW08, , 52.5633, 13.3232, EDDT, Terminal, GM
DTW15, , 52.5563, 13.2523, EDDT, Terminal, GM
DTW16, , 52.532, 13.0369, EDDT, Terminal, GM
DTW17, , 52.5555, 13.263, EDDT, Terminal, GM
DTY, , 52.1803, -1.1139, EGTT, High and Low Level, UK
DTY03, , 52.1519, -1.0467, EGTT, Low Level, UK
DTY09, , 52.2528, -1.3275, EGBB, Terminal, UK
DTY12, , 52.2768, -1.3989, EGBB, Terminal, UK
DTY15, , 52.0411, -0.7842, EGTT, Low Level, UK
DTY16, , 52.3089, -1.4941, EGBB, Terminal, UK
DTY18, , 52.3918, -1.4604, EGBB, Terminal, UK
DTY19, , 52.4854, -1.6154, EGBB, Terminal, UK
DTY20, , 52.4152, -1.4991, EGBB, Terminal, UK
DTY22, , 52.5995, -1.7361, EGBB, Terminal, UK
DTY33, , 52.5479, -1.537, EGBB, Terminal, UK
DTY61, , 52.3576, -1.44, EGBB, Terminal, UK
DTY90, , 52.303, -1.2541, EGBB, Terminal, UK
DTY99, , 52.2861, -1.2867, EGBB, Terminal, UK
DU, , 47.309, 19.0243, LHUU, Terminal, HU
DU003, , 69.0724, 18.4133, ENDU, Terminal, NO
DU005, , 69.0847, 18.3266, ENDU, Terminal, NO
DU013, , 69.1372, 17.9856, ENDU, Terminal, NO
DU306, , 69.1695, 17.9749, ENDU, Terminal, NO
DU316, , 69.1856, 18.0021, ENDU, Terminal, NO
DUAMO, , 5.266, 97.5113, WIIZ, High and Low Level, ID
DUB, , 53.4994, -6.3071, EINN, High and Low Level, EI
DUB01, , 25.2449, 55.3808, OMDB, Terminal, AE
DUB01, , 53.452, -6.2731, EIDW, Terminal, EI
DUB02, , 25.2464, 55.3818, OMDB, Terminal, AE
DUB03, , 25.2624, 55.3495, OMDB, Terminal, AE
DUB04, , 53.363, -6.1967, EIDW, Terminal, EI
DUB05, , 25.2065, 55.441, OMDB, Terminal, AE
DUB06, , 25.2938, 55.2845, OMDB, Terminal, AE
DUB09, , 53.5601, -6.5371, EIDW, Terminal, EI
DUB10, , 53.4341, -5.8742, EIDW, Terminal, EI
DUB12, , 53.6179, -6.3928, EIDW, Terminal, EI
DUB16, , 53.5494, -5.868, EIDW, Terminal, EI
DUB17, , 53.612, -5.902, EIDW, Terminal, EI
DUB21, , 53.4008, -5.9379, EIDW, Terminal, EI
DUB25, , 53.9032, -6.1366, EIDW, Terminal, EI
DUB30, , 25.3013, 55.2894, OMDB, Terminal, AE
DUB31, , 25.2639, 55.3505, OMDB, Terminal, AE
DUB31, , 53.6205, -6.4553, EIDW, Terminal, EI
DUB41, , 53.4706, -5.1642, EGTT, High and Low Level, UK
DUB43, , 53.67, -5.1472, EGEG, Low Level, UK
DUB45, , 52.9967, -5.3775, EGTT, Low Level, UK
DUB50, , 25.2139, 55.4461, OMDB, Terminal, AE
DUB56, , 53.4572, -4.7467, EGTT, Low Level, UK
DUB56, , 53.647, -6.3509, EIDW, Terminal, EI
DUB64, , 53.64, -5.9269, EIDW, Terminal, EI
DUB65, , 52.7828, -4.9925, EGTT, Low Level, UK
DUB71, , 53.4091, -6.0708, EIDW, Terminal, EI
DUB76, , 53.4372, -4.1903, EGTT, Low Level, UK
DUB87, , 53.5675, -6.3562, EIDW, Terminal, EI
DUB88, , 54.6244, -7.8914, EGPX, High Level, UK
DUBAG, , -15.5467, 85.0, YMMM, High and Low Level, AS
DUBAX, , 6.4322, 100.1268, VTBB, High and Low Level, TH
DUBEV, , -27.5506, 163.4547, NFFF, High and Low Level, FJ
DUBIN, , 55.8128, 26.9781, EVRR, High and Low Level, LG
DUBKU, , 0.615, -77.9011, SETU, Low Level, EC
DUBON, , -43.5, 170.971, NZZC, High and Low Level, NZ
DUBOX, , 20.3708, 76.8322, VABF, High and Low Level, IN
DUBRA, , 1.3556, -71.9444, SKED, High and Low Level, CO
DUBSA, , 3.8169, 104.7611, WSJC, RNAV, SN
DUBTA, , 7.8233, 91.6767, VOMF, High and Low Level, IN
DUCED, , 45.0218, -73.1188, CYBW, Terminal, CA
DUCEE, , 52.3846, 0.3372, EGUN, Terminal, UK
DUDIP, , -18.7867, 59.6717, FIMM, High and Low Level, MP
DUDIS, , 7.0, 106.81, VVTS, RNAV, VM
DUDPE, , 50.0745, 8.454, ETOU, Terminal, GM
DUDRI, , 19.0, 52.0, OBOB, RNAV, BA
DUDSO, , 45.6483, -73.6505, CYUL, Terminal, CA
DUGAN, , -33.8795, 173.3902, NZZC, High and Low Level, NZ
DUGDI, , 55.0798, -118.7112, CYQU, Terminal, CA
DUGGS, , 53.035, -129.5033, CZVR, High Level, CA
DUGLA, , 39.4989, 27.2244, LTBB, High and Low Level, TU
DUGNO, , 60.6617, -80.0, CZCZ, High Level, CA
DUGOM, , -6.545, 156.0483, AGPY, High and Low Level, BP
DUGON, , 8.0235, 102.0968, VTBB, High and Low Level, TH
DUGOS, , 8.8851, 84.7979, VCCC, RNAV, CE
DUGSA, , 50.15, -105.35, CYCY, High and Low Level, CA
DUKAN, , 39.9917, 51.5, UBBA, High and Low Level, AJ
DUKAR, , 64.6183, 179.7183, UHMA, High and Low Level, RS
DUKAT, , 54.4714, 25.6153, EYVL, RNAV, LH
DUKKE, , 40.6198, -2.9042, LEMD, Terminal, SP
DUKPA, , 65.1533, -110.0, CZEG, High Level, CA
DUKTA, , 19.9742, -84.3425, MHTG, High and Low Level, HO
DUKUB, , -12.0, 149.3261, YBBB, High and Low Level, AS
DUKUM, , 26.2755, 90.6636, VECF, High and Low Level, IN
DULAB, , 18.1683, 39.0, HHAA, High and Low Level, ER
DULAR, , 21.6079, 77.3821, VABF, High and Low Level, IN
DULAV, , 38.9491, 45.6316, OIBA, High Level, IR
DULEB, , 53.8183, 29.3917, UMMM, High and Low Level, BO
DULIA, , -17.9888, -61.8016, SLLF, High Level, BL
DULOL, , -29.5819, 117.4506, YMMM, RNAV, AS
DULON, , 2.0, 126.0617, WAAZ, High and Low Level, ID
DULOP, , 18.2367, 114.5433, VHVH, RNAV, HK
DULPA, , 43.5685, -79.817, CYYZ, Terminal, CA
DULPI, , 18.4627, -69.1225, MDLR, Terminal, DR
DULSI, , 17.0106, -69.51, MDCS, RNAV, DR
DULYA, , -31.6611, 119.0692, YMMM, RNAV, AS
DUMAS, , 2.6667, 101.4267, WMKK, Terminal, MY
DUMAS, , 26.1164, 120.6964, RCAA, High and Low Level, TW
DUMAV, , -13.9408, 135.5958, YBBB, High and Low Level, AS
DUMET, , 31.3617, 122.775, ZSHA, High and Low Level, CH
DUMKA, , 24.1839, 87.3528, VECF, High and Low Level, IN
DUMKU, , 46.575, -84.3683, CZYZ, Low Level, CA
DUMOK, , 2.3028, 102.0019, WMFC, High and Low Level, MY
DUMOL, , 19.0, 114.4467, VHVH, RNAV, HK
DUMOS, , 28.8142, 77.0488, VIDP, Terminal, IN
DUMOT, , -40.8499, 173.842, NZZC, High and Low Level, NZ
DUMPI, , 25.2903, 53.4167, OMAE, RNAV, AE
DUMSI, , 19.0767, 42.6425, OEJD, High and Low Level, SA
DUMUM, , -19.095, -157.0, NTZO, High and Low Level, FP
DUNA, , -12.9415, -38.4883, SBSV, Terminal, BR
DUNAK, , -21.4283, 180.0, NFFN, High and Low Level, FJ
DUNAM, , -6.872, 105.917, WIIZ, High and Low Level, ID
DUNAV, , 45.1272, 28.482, LRBB, RNAV, RO
DUNAX, , -43.624, 174.107, NZZC, High and Low Level, NZ
DUNCE, , -21.4542, -53.4758, SBBS, High Level, BR
DUNCN, , 48.85, -123.6567, CZVR, Low Level, CA
DUNDA, , -32.715, 121.8667, YMMM, RNAV, AS
DUNEL, , 13.7317, -90.1078, MHTG, High and Low Level, GT
DUNER, , 13.49, -71.175, TNCF, High and Low Level, NT
DUNES, , 40.8638, 3.1576, LECB, High and Low Level, SP
DUNEX, , 49.7622, -97.2723, CYWG, Terminal, CA
DUNEY, , -5.0, -168.9683, NGFF, High and Low Level, KR
DUNGO, , 17.9483, -68.7956, MDCS, RNAV, DR
DUNGU, , 20.9414, 38.2664, OEJD, High and Low Level, SA
DUNIA, , -3.9667, 113.1417, WADZ, High and Low Level, ID
DUNID, , 53.365, -60.2677, CYYR, Terminal, CA
DUNJY, , 48.6287, -123.3146, CYYJ, Terminal, CA
DUNKO, , 26.7831, -112.9436, MMZT, RNAV, MX
DUNNO, , 22.9284, -75.9313, MYNN, High and Low Level, BF
DUNOR, , 53.2561, -60.2535, CYYR, Terminal, CA
DUNOS, , 28.4692, -114.6528, MMZT, RNAV, MX
DUNTA, , 15.6089, -62.1931, TTPP, High and Low Level, TD
DUPAB, , 45.0717, -74.6467, CZUL, High Level, CA
DUPAK, , 18.495, -79.5, MKJK, High and Low Level, JM
DUPEL, , 17.75, -68.4422, MDCS, RNAV, DR
DUPIT, , 26.2854, 127.6681, RODN, Terminal, JA
DUPLO, , 18.5547, -95.2751, MMID, High and Low Level, MX
DUPOD, , 49.6322, -123.92, CZVR, High and Low Level, CA
DUPOL, , 30.8085, -115.3514, MMZT, RNAV, MX
DUR, , -33.3563, -56.4961, SUEO, High and Low Level, UY
DURAK, , 50.1447, -120.4169, CZVR, Low Level, CA
DURAM, , 12.285, -82.77, MHTG, High and Low Level, NU
DURBA, , -31.2174, 28.7701, FAJS, RNAV, SF
DURDO, , 15.7465, -96.1331, MMID, High Level, MX
DURDY, , 39.735, 52.8367, UTAK, High and Low Level, TX
DUREN, , 39.8325, 32.4998, LTAD, Terminal, TU
DURES, , 14.1525, -87.2017, MHTG, Terminal, HO
DURIL, , 50.0, -88.5333, CZWG, High Level, CA
DURKA, , 35.5664, 71.7494, OPLR, High Level, PK
DURLI, , 22.9031, -91.3367, MMID, RNAV, MX
DURMA, , 24.4528, 45.7694, OEJD, High and Low Level, SA
DUROT, , 58.041, -108.4494, CZEG, High Level, CA
DURSI, , 27.2053, 52.0289, OIIX, High and Low Level, IR
DURTU, , 24.5006, -110.303, MMLP, Terminal, MX
DURUK, , 45.5675, -74.0065, CYUL, Terminal, CA
DUS, , 51.2832, 6.7537, EDDL, Terminal, GM
DUS04, , 51.3201, 6.8421, EDDL, Terminal, GM
DUS07, , 51.2116, 6.6073, EDDL, Terminal, GM
DUS48, , 51.2114, 6.471, EDDL, Terminal, GM
DUSAN, , 14.35, -70.0, TNCF, High and Low Level, NT
DUSBI, , 20.5963, -87.3638, MMCZ, Terminal, MX
DUSBO, , 28.1044, 46.8817, OEJD, High Level, SA
DUSDO, , 22.9364, -109.3294, MMZT, Terminal, MX
DUSIT, , 26.3707, 127.7916, RODN, Terminal, JA
DUSLO, , 20.4666, -89.4665, MMTG, High and Low Level, MX
DUSMA, , 53.7, -80.0, CZYZ, High Level, CA
DUSPI, , 23.2027, -97.7779, MMTY, High and Low Level, MX
DUSTA, , 27.2153, 49.2269, OBBB, RNAV, SA
DUSTY, , 29.5003, 70.9831, OPKR, High and Low Level, PK
DUSVI, , 29.8283, -104.5914, MMTY, Low Level, MX
DUTAN, , 22.6717, -82.2261, MUFH, High and Low Level, CU
DUTAR, , 38.655, 61.385, UTAA, High and Low Level, TX
DUTAX, , 49.6783, -115.7833, CZVR, Low Level, CA
DUTOR, , 44.221, -77.2879, CYTR, Terminal, CA
DUTRO, , 28.8308, -106.9019, MMZT, High Level, MX
DUVBI, , 20.7095, -92.1481, MMID, High Level, MX
DUVGA, , 25.5058, 54.0583, OMAE, RNAV, AE
DUVIN, , 43.7067, -67.0, CZBW, High Level, CA
DUVRO, , 25.9403, -101.0806, MMMM, High and Low Level, MX
DUXAR, , 56.7713, -129.428, CZEG, High Level, CA
DUXUN, , 15.0, -79.2231, MKJK, High and Low Level, JM
DV, , -6.8887, 39.1927, HTDC, High and Low Level, TZ
DV, , 44.3167, 38.7, URRV, High and Low Level, RS
DV007, , 49.3579, 0.1757, LFRG, Terminal, FR
DV041, , 49.3308, 0.2549, LFRG, Terminal, FR
DV048, , 49.3254, 0.2707, LFRG, Terminal, FR
DVA, , 45.828, 22.9689, LRBB, Low Level, RO
DVE, , -40.2259, 176.46, NZZC, High and Low Level, NZ
DVL, , -13.8126, 33.8078, FWLL, High and Low Level, MI
DVL, , 49.3107, 0.3127, LFFF, High and Low Level, FR
DVL01, , -13.6931, 32.9583, FWLL, High and Low Level, MI
DVL02, , -13.7168, 33.4775, FWLL, High and Low Level, MI
DVL03, , -13.154, 34.3342, FWLL, High and Low Level, MI
DVL04, , -14.5175, 33.3514, FQBE, High and Low Level, MZ
DVL04, , -13.1404, 33.3, FWLL, High and Low Level, MI
DVL05, , -13.7653, 33.4694, FWLL, High and Low Level, MI
DVL06, , -12.8738, 33.0917, FWLL, High and Low Level, MI
DVL07, , -13.5487, 34.0189, FWLL, High and Low Level, MI
DVL08, , -13.5779, 32.9889, FWLL, High and Low Level, MI
DVL09, , -14.0939, 33.6255, FWLL, High and Low Level, MI
DVL11, , -13.4767, 33.8336, FWLL, High and Low Level, MI
DVL17, , -14.1015, 33.9845, FWLL, High and Low Level, MI
DVL18, , -12.999, 34.0211, FWLL, High and Low Level, MI
DVL19, , -13.4848, 33.8945, FWLL, High and Low Level, MI
DVL20, , -14.5681, 33.4639, FWLL, High and Low Level, MI
DVL21, , -14.11, 33.6752, FWLL, High and Low Level, MI
DVL23, , -13.4783, 33.7887, FWLL, High and Low Level, MI
DVL24, , -14.1462, 33.7792, FWLL, High and Low Level, MI
DVL25, , -14.6466, 33.736, FWLL, High and Low Level, MI
DVL26, , -13.6967, 34.1292, FWLL, Low Level, MI
DVL53, , -12.9769, 33.76, FWLL, High and Low Level, MI
DVL55, , -13.3414, 34.6167, FWLL, High Level, MI
DVL56, , -13.5222, 34.6106, FWLL, High and Low Level, MI
DVL60, , 49.3576, 0.1776, LFRG, Terminal, FR
DVR, , -8.0, 149.7267, AYPY, High and Low Level, PP
DVR, , 51.1625, 1.3592, EGTT, High and Low Level, UK
DVR10, , 51.1497, 1.6253, EGTT, Low Level, UK
DVR11, , 51.2617, 1.1178, EGTT, Low Level, UK
DVW01, , 52.6259, 9.372, EDDV, Terminal, GM
DVW07, , 52.4874, 9.3706, EDDV, Terminal, GM
DVW08, , 52.4602, 9.4396, EDDV, Terminal, GM
DVW09, , 52.4554, 9.6627, EDDV, Terminal, GM
DVW10, , 52.4386, 9.3149, EDDV, Terminal, GM
DVW11, , 52.6005, 10.1168, EDDV, Terminal, GM
DVW12, , 52.4837, 10.0172, EDDV, Terminal, GM
DVW13, , 52.4604, 9.9453, EDDV, Terminal, GM
DVW14, , 52.4667, 9.7082, EDDV, Terminal, GM
DVW15, , 52.2503, 9.8835, EDDV, Terminal, GM
DVW16, , 52.4225, 10.01, EDDV, Terminal, GM
DW, , 42.8167, 73.55, UAFM, High and Low Level, KG
DW, , 48.5015, 39.8401, UKFF, Low Level, UP
DW, , 53.4371, 20.9123, EPWW, Low Level, PL
DW, , 54.0333, 49.1833, UWWW, High and Low Level, RS
DWA, , 9.6378, 41.8489, HAAA, High and Low Level, ET
DWA02, , 9.6666, 41.8317, HADR, Terminal, ET
DWA03, , 9.681, 41.8231, HADR, Terminal, ET
DWA06, , 9.7242, 41.7973, HADR, Terminal, ET
DWA07, , 9.7387, 41.7887, HADR, Terminal, ET
DWA12, , 9.8107, 41.7457, HADR, Terminal, ET
DWA28, , 9.7819, 41.7629, HADR, Terminal, ET
DWA46, , 9.8012, 41.812, HADR, Terminal, ET
DWA51, , 9.8369, 41.8221, HADR, Terminal, ET
DWI, , 14.0982, 98.1997, VYDW, High and Low Level, BM
DWN, , 43.25, 27.6542, LBWN, Terminal, BU
DWW01, , 53.044, 8.7821, EDDW, Terminal, GM
DWW03, , 53.0523, 9.0579, EDDW, Terminal, GM
DWW05, , 53.0008, 9.0766, EDDW, Terminal, GM
DWW06, , 53.0143, 8.4968, EDDW, Terminal, GM
DWW07, , 53.0412, 8.5199, EDDW, Terminal, GM
DWW08, , 53.0463, 8.7603, EDDW, Terminal, GM
DWW09, , 52.9892, 8.5076, EDDW, Terminal, GM
DWW10, , 53.0473, 9.0859, EDDW, Terminal, GM
DWW11, , 53.071, 9.0547, EDDW, Terminal, GM
DWW13, , 53.0214, 9.0837, EDDW, Terminal, GM
DWW14, , 53.0302, 8.4931, EDDW, Terminal, GM
DWW15, , 53.0555, 8.5205, EDDW, Terminal, GM
DWW16, , 53.045, 8.7611, EDDW, Terminal, GM
DWW17, , 53.0046, 8.4996, EDDW, Terminal, GM
DX, , 54.3, 56.7833, UWUU, High and Low Level, RS
DXO33, , 41.7843, -82.9037, CZOB, Low Level, CA
DY, , 39.7433, 66.405, UTSS, High and Low Level, UZ
DY, , 51.2417, 6.6677, EDDL, Terminal, GM
DY262, , 39.7741, 66.9243, UTSS, Terminal, UZ
DYB, , 37.8708, 40.2086, LTAA, High and Low Level, TU
DYSON, , 50.5767, -114.6667, CZEG, Low Level, CA
DZF, , 32.438, 48.3783, OIIX, High and Low Level, IR
DZG, , 47.7194, 67.7592, UAKD, High and Low Level, KZ
DZP, , -12.811, 45.2809, FMMM, High Level, MF
E0040, , 53.3097, -113.5966, CYEG, Terminal, CA
EA1, , 52.7453, 1.3489, EGEG, High Level, UK
EAGLE, , -29.2028, -51.7905, SBCW, High Level, BR
EAGLE, , -25.7444, 151.4917, YBBB, RNAV, AS
EAGLE, , 34.7167, 130.8667, RJOI, Terminal, JA
EAGLE, , 53.2714, -60.0075, CYYR, Terminal, CA
EAL07, , 21.5594, 39.2216, OEJN, Terminal, SA
EAL08, , 21.6571, 39.1841, OEJN, Terminal, SA
EAL22, , 21.6351, 39.1927, OEJN, Terminal, SA
EAS, , 50.955, -1.3561, EGHI, Terminal, UK
EAS05, , 50.8746, -1.3902, EGHI, Terminal, UK
EAS15, , 50.9309, -1.3664, EGHI, Terminal, UK
EAS70, , 50.8389, -1.3402, EGHI, Terminal, UK
EAST, , 19.9054, -73.9442, MUFH, Low Level, CU
EAST, , 60.284, 25.355, EFHK, Terminal, FI
EATAK, , 43.0684, 143.4934, RJTG, High and Low Level, JA
EB, , 54.9333, 83.0833, UNNT, High and Low Level, RS
EBA, , 31.7059, 9.2547, DTTC, High and Low Level, TS
EBADA, , -6.2455, 20.288, FZZA, High and Low Level, CG
EBARA, , 53.1297, 13.0206, EDBB, RNAV, GM
EBASA, , 51.8044, 14.1936, EDBB, RNAV, GM
EBATI, , 24.2581, -8.8461, GOOO, High Level, MR
EBDAL, , 43.766, -79.4718, CYYZ, Terminal, CA
EBDEL, , 10.0681, -88.3753, MHTG, RNAV, HO
EBDIV, , 43.0059, -81.1172, CYXU, Terminal, CA
EBDOG, , 47.9908, -78.6477, CZUL, Low Level, CA
EBDUS, , 44.49, -77.625, CZUL, High and Low Level, CA
EBEDI, , 39.725, 39.1236, LTLT, RNAV, TU
EBELI, , 64.0686, 22.5714, EFES, RNAV, FI
EBENI, , 48.7275, 21.5928, LZBB, Low Level, LO
EBESI, , 50.0753, 11.04, EDMM, RNAV, GM
EBFIT, , 7.4465, 134.7406, PTRO, Terminal, PS
EBGUR, , 45.4037, -73.492, CYUL, Terminal, CA
EBGUT, , 63.4881, -114.5159, CZEG, High Level, CA
EBIMA, , 53.2942, 22.9292, EPWW, RNAV, PL
EBIMU, , 10.0454, 13.2787, DNKK, High Level, NI
EBISU, , 34.0389, 130.591, RJTG, RNAV, JA
EBITA, , 44.385, 14.7692, LDZO, Low Level, HR
EBLIP, , 17.9872, -69.7414, MDMD, High Level, DR
EBLIR, , 26.2211, 127.5802, RODN, Terminal, JA
EBLOG, , 44.9578, -65.065, CYZX, Terminal, CA
EBMAS, , 50.3533, -111.81, CZEG, Low Level, CA
EBMOK, , 45.6807, -73.3842, CYUL, Terminal, CA
EBNAT, , 60.6587, -115.6177, CYHY, Terminal, CA
EBNEL, , -2.4525, 28.1666, FZZA, High Level, CG
EBNIL, , 16.25, -5.9022, GOOO, High Level, MR
EBNYR, , 45.7581, -75.3933, CZUL, Low Level, CA
EBOGU, , 53.3789, 18.1497, EPWW, RNAV, PL
EBONE, , 8.12, 98.425, VTSP, Terminal, TH
EBONY, , -36.1825, 147.0706, YMMM, RNAV, AS
EBONY, , -0.9083, 110.7033, WIIZ, High and Low Level, ID
EBORA, , 43.3278, 7.3625, LFMM, High and Low Level, FR
EBORO, , 46.5144, 20.0583, LHCC, RNAV, HU
EBOSI, , 33.6457, 130.0516, RJFF, Terminal, JA
EBOTO, , 52.3592, -0.6944, EGTT, RNAV, UK
EBRAK, , 5.1336, -11.5831, GLRB, High Level, LI
EBREL, , -5.2722, 24.1081, FZZA, High Level, CG
EBROX, , 40.7087, 1.2318, LECB, High and Low Level, SP
EBSAP, , 3.7031, 17.3169, FCCC, RNAV, CT
EBSUD, , 11.5019, -5.2483, GOOO, High and Low Level, ML
EBTOL, , -0.7356, 9.9622, FCCC, High and Low Level, GB
EBULA, , 2.8304, 20.083, FZZA, High Level, CG
EBULI, , 2.0106, 6.5833, DGAC, High and Low Level, GH
EBUNA, , 60.3408, 20.4539, EFES, RNAV, FI
EBUWU, , 8.8523, 167.8762, PKWA, Terminal, RM
ECA, , -50.2783, -72.0456, SAVF, High and Low Level, AR
ECB, , 12.1911, -72.1458, SKEC, Low Level, CO
ECCHO, , 49.8178, 7.9525, ETID, Terminal, GM
ECHED, , 27.6667, -10.5167, GOOO, High and Low Level, WI
ECHO, , 36.8647, 35.1992, LTAG, Terminal, TU
ECHO, , 51.4164, 7.1482, EBBL, Terminal, BE
ECHOO, , 30.2125, 30.887, HECW, Terminal, EG
ECHOS, , 50.6158, 4.1148, EBCV, Terminal, BE
ECIBU, , 8.7424, 167.5198, PKWA, Terminal, RM
ECIVA, , 33.3617, 44.3649, ORTI, Terminal, IZ
ECIYA, , 29.9359, 47.5506, OKDI, Terminal, KU
ECKHO, , -39.6578, 150.5178, YBBB, RNAV, AS
ECOGI, , 29.4592, 47.3218, OKDI, Terminal, KU
ECURI, , 50.0508, 8.3489, ETOU, Terminal, GM
ED, , 4.7651, -74.2205, SKBO, Terminal, CO
ED, , 40.6067, 47.1833, UBBB, High and Low Level, AJ
EDADA, , 42.4747, 23.4008, LBLB, Low Level, BU
EDAGA, , 2.5155, 28.2199, FZZA, High and Low Level, CG
EDAGO, , 19.5, 7.8175, DRRR, High Level, NG
EDAKO, , 50.6889, 52.4194, UARR, High and Low Level, KZ
EDALA, , 44.225, 17.4914, LQSB, RNAV, BK
EDALO, , 65.27, 134.7033, UEBB, High and Low Level, RS
EDAMA, , -22.1869, 40.6272, FMMM, RNAV, MA
EDAMO, , 10.7944, -6.8764, GOOO, High and Low Level, ML
EDANO, , 51.1494, 72.9678, UACC, High and Low Level, KZ
EDARA, , 15.9942, 12.9778, FTTT, High Level, NG
EDASA, , 39.4591, 30.124, LTLT, High and Low Level, TU
EDASI, , 40.4575, 22.4275, LGGG, High and Low Level, GR
EDATO, , 1.4456, 26.6815, FZZA, High and Low Level, CG
EDAXA, , 62.7817, 19.6321, ESMM, RNAV, SW
EDBAL, , 9.8667, -12.0333, GLGL, High and Low Level, GV
EDCON, , 10.1951, 123.8688, RPVM, Terminal, RP
EDDIE, , 34.0694, 134.7253, RJTG, High and Low Level, JA
EDEBA, , 3.9328, 10.1589, FCCC, High and Low Level, CM
EDEGA, , 51.0347, 9.0078, EDDU, RNAV, GM
EDEKO, , 9.3542, 7.3184, DNKK, High and Low Level, NI
EDEMO, , 45.5833, 11.9522, LIPH, Terminal, IT
EDERA, , 57.1408, 20.5939, EVRR, RNAV, LG
EDGAR, , 22.1797, -88.1229, MMID, High and Low Level, MX
EDGEL, , 11.5875, -66.7572, SVZM, High Level, VE
EDGIB, , 12.4592, -4.5267, GOOO, High and Low Level, UV
EDGOX, , -0.3476, 29.2849, FZZA, High Level, CG
EDGUM, , 8.0, 16.1689, FTTT, RNAV, CD
EDIBA, , 42.7553, 68.3969, UAII, High and Low Level, KZ
EDICE, , 50.2225, 8.1647, ETOU, Terminal, GM
EDIGO, , 41.5044, -3.4117, LECM, RNAV, SP
EDIKU, , 0.5556, 18.9424, FZZA, Low Level, CG
EDILO, , 2.2172, 29.4933, FZZA, High Level, CG
EDIMI, , 49.7153, 31.7591, UKBV, RNAV, UP
EDINI, , 55.8, 83.0833, UNNT, High and Low Level, RS
EDINO, , 39.6672, 5.9544, LFMM, RNAV, FR
EDISA, , 56.9286, 22.0, EVRR, RNAV, LG
EDISI, , 36.8492, 30.1464, LTBB, High and Low Level, TU
EDITE, , -6.9075, -38.14, SBBS, High Level, BR
EDITO, , 13.655, 42.155, HHAA, High Level, ER
EDIVA, , 41.4861, -2.3789, LECM, High and Low Level, SP
EDKOX, , 13.3808, 0.8422, DRRR, Low Level, NG
